Sequence Name,mcg,gvh,alm,mit,erl,pox,vac,nuc
SSN6_YEAST,0.19,0.66,0.6,0.14,0.5,0,0.2,0.25
TF2D_YEAST,0.37,0.29,0.45,0.15,0.5,0,0.49,0.22
HS60_YEAST,0.45,0.56,0.51,0.64,0.5,0,0.54,0.22
PGM1_YEAST,0.43,0.45,0.53,0.19,0.5,0,0.56,0.22
TCPB_YEAST,0.5,0.45,0.52,0.18,0.5,0,0.52,0.22
RM36_YEAST,0.64,0.64,0.56,0.21,0.5,0,0.5,0.22
UBC6_YEAST,0.43,0.48,0.36,0.26,0.5,0,0.52,0.22
SC18_YEAST,0.34,0.46,0.52,0.19,0.5,0,0.53,0.26
CYPR_YEAST,0.73,0.83,0.43,0.3,0.5,0,0.55,0.22
NAM9_YEAST,0.37,0.51,0.57,0.4,0.5,0,0.48,0.27
RM31_YEAST,0.58,0.52,0.61,0.33,0.5,0,0.38,0.11
YKN4_YEAST,0.46,0.62,0.46,0.54,0.5,0,0.51,0.27
YB54_YEAST,0.4,0.4,0.43,0.19,0.5,0.83,0.48,0.22
UCR6_YEAST,0.64,0.53,0.59,0.14,0.5,0,0.53,0.22
ATPS_YEAST,0.49,0.42,0.56,0.55,0.5,0,0.42,0.25
EF1A_YEAST,0.63,0.43,0.48,0.11,0.5,0,0.51,0.22
FUS3_YEAST,0.51,0.58,0.54,0.29,0.5,0,0.53,0.22
KIN1_YEAST,0.48,0.43,0.45,0.17,0.5,0,0.48,0.37
SMI1_YEAST,0.43,0.32,0.56,0.27,0.5,0,0.47,0.27
VP34_YEAST,0.57,0.47,0.48,0.17,0.5,0,0.52,0.26
PEM2_YEAST,0.48,0.49,0.45,0.23,0.5,0,0.51,0.22
HS30_YEAST,0.37,0.62,0.34,0.25,0.5,0,0.51,0.22
PT09_YEAST,0.48,0.52,0.49,0.35,0.5,0.5,0.51,0.22
IRA1_YEAST,0.47,0.59,0.43,0.13,0.5,0,0.56,0.3
CC16_YEAST,0.62,0.51,0.52,0.42,0.5,0,0.54,0.27
R114_YEAST,0.44,0.45,0.53,0.19,0.5,0,0.41,0.28
COXE_YEAST,0.49,0.46,0.45,0.45,0.5,0,0.52,0.22
SSD1_YEAST,0.45,0.45,0.51,0.3,0.5,0,0.48,0.44
RN15_YEAST,0.47,0.45,0.51,0.33,0.5,0,0.46,0.26
TRPF_YEAST,0.62,0.6,0.54,0.22,0.5,0,0.54,0.27
YKW2_YEAST,0.41,0.47,0.5,0.14,0.5,0,0.53,0.37
YCG9_YEAST,0.74,0.73,0.32,0.2,0.5,0,0.55,0.22
YIG3_YEAST,0.34,0.24,0.51,0.15,0.5,0,0.54,0.4
BEM1_YEAST,0.49,0.61,0.49,0.25,0.5,0,0.5,0.28
DATI_YEAST,0.27,0.36,0.6,0.33,0.5,0,0.37,0.31
RS6_YEAST,0.46,0.33,0.45,0.22,0.5,0,0.41,0.37
YJ36_YEAST,0.32,0.36,0.34,0.19,0.5,0,0.55,0.26
YOX1_YEAST,0.59,0.67,0.54,0.19,0.5,0,0.48,0.6
ADH2_YEAST,0.46,0.53,0.52,0.15,0.5,0,0.58,0.22
INO2_YEAST,0.56,0.45,0.59,0.14,0.5,0,0.51,0.26
FPS1_YEAST,0.42,0.52,0.4,0.17,0.5,0,0.5,0.26
ALG1_YEAST,0.86,0.68,0.39,0.24,0.5,0,0.54,0.22
RPM2_YEAST,0.42,0.49,0.49,0.36,0.5,0,0.57,0.26
MGMT_YEAST,0.54,0.52,0.54,0.2,0.5,0,0.55,0.25
6PGD_YEAST,0.74,0.53,0.5,0.08,0.5,0,0.55,0.31
IPY2_YEAST,0.42,0.65,0.58,0.34,0.5,0,0.5,0.22
RS24_YEAST,0.61,0.38,0.57,0.36,0.5,0,0.44,0.21
ERG4_YEAST,0.36,0.46,0.43,0.19,0.5,0,0.48,0.22
PUT3_YEAST,0.29,0.4,0.41,0.48,0.5,0,0.53,0.3
PR05_YEAST,0.33,0.21,0.53,0.15,1,0,0.52,0.5
YIN4_YEAST,0.58,0.67,0.49,0.16,0.5,0,0.47,0.28
ODPX_YEAST,0.45,0.58,0.59,0.44,0.5,0,0.56,0.22
SYMC_YEAST,0.57,0.44,0.42,0.2,0.5,0,0.54,0.22
SC66_YEAST,0.39,0.71,0.38,0.14,0.5,0,0.5,0.22
ADT2_YEAST,0.43,0.67,0.48,0.27,0.5,0,0.53,0.22
ROX3_YEAST,0.43,0.44,0.64,0.19,0.5,0,0.38,0.33
KEX1_YEAST,0.67,0.63,0.34,0.41,0.5,0,0.6,0.33
ST12_YEAST,0.38,0.51,0.56,0.21,0.5,0,0.48,0.31
SC15_YEAST,0.55,0.55,0.52,0.13,0.5,0,0.53,0.25
HXKG_YEAST,0.48,0.39,0.49,0.18,0.5,0,0.51,0.22
PR18_YEAST,0.33,0.39,0.52,0.09,0.5,0,0.47,0.28
R19A_YEAST,0.52,0.43,0.61,0.22,0.5,0,0.45,0.22
MNN1_YEAST,0.66,0.66,0.32,0.54,0.5,0,0.51,0.22
YGL1_YEAST,0.38,0.56,0.38,0.16,0.5,0,0.53,0.22
YCQ0_YEAST,0.35,0.32,0.31,0.16,0.5,0,0.56,0.22
R167_YEAST,0.37,0.37,0.51,0.38,0.5,0,0.44,0.22
ADP1_YEAST,0.8,0.88,0.36,0.39,0.5,0,0.56,0.33
YB33_YEAST,0.46,0.59,0.38,0.12,0.5,0,0.5,0.22
6P2K_YEAST,0.45,0.41,0.49,0.14,1,0,0.53,0.3
NHPB_YEAST,0.11,0.41,0.67,0.13,0.5,0,0.45,0.29
BUD5_YEAST,0.47,0.52,0.5,0.4,0.5,0,0.41,0.22
YB91_YEAST,0.43,0.6,0.4,0.12,0.5,0,0.49,0.29
TOP3_YEAST,0.53,0.51,0.54,0.21,0.5,0,0.45,0.22
HS75_YEAST,0.6,0.46,0.51,0.1,0.5,0,0.48,0.31
DAP1_YEAST,0.32,0.36,0.28,0.38,0.5,0,0.5,0.4
KIP2_YEAST,0.38,0.49,0.54,1,0.5,0,0.5,0.27
FAD1_YEAST,0.43,0.51,0.48,0.14,0.5,0,0.5,0.22
DBF4_YEAST,0.35,0.4,0.59,0.22,0.5,0,0.47,0.37
RM27_YEAST,0.44,0.44,0.67,0.35,0.5,0,0.48,0.26
MAT1_YEAST,0.37,0.22,0.64,0.35,0.5,0,0.47,0.22
R102_YEAST,0.49,0.67,0.5,0.28,0.5,0,0.43,0.22
COXB_YEAST,0.5,0.41,0.44,0.5,0.5,0,0.42,0.22
GDI1_YEAST,0.64,0.53,0.45,0.13,0.5,0,0.53,0.22
H4_YEAST,0.37,0.34,0.58,0.24,0.5,0,0.44,0.18
R13A_YEAST,0.54,0.55,0.56,0.14,0.5,0,0.5,0.25
HIP1_YEAST,0.48,0.46,0.38,0.29,0.5,0,0.53,0.22
SAC7_YEAST,0.34,0.25,0.55,0.28,0.5,0,0.51,0.49
RL35_YEAST,0.52,0.47,0.58,0.18,0.5,0,0.34,0.11
PEP8_YEAST,0.4,0.36,0.55,0.15,0.5,0,0.53,0.22
TSA_YEAST,0.59,0.64,0.44,0.26,0.5,0,0.5,0.22
PPA5_YEAST,0.74,0.74,0.51,0.27,0.5,0,0.5,0.22
SFP1_YEAST,0.54,0.59,0.57,0.34,0.5,0,0.49,0.22
BCK2_YEAST,0.36,0.46,0.62,0.46,0.5,0,0.51,0.33
GBP2_YEAST,0.23,0.3,0.58,0.22,0.5,0,0.48,0.27
DRS1_YEAST,0.46,0.43,0.49,0.79,0.5,0,0.49,0.63
CC68_YEAST,0.36,0.68,0.46,0.16,0.5,0,0.53,0.28
COXX_YEAST,0.46,0.43,0.38,0.33,0.5,0,0.48,0.28
CCL1_YEAST,0.4,0.38,0.53,0.16,0.5,0,0.52,0.27
TCPZ_YEAST,0.49,0.48,0.52,0.24,0.5,0,0.5,0.22
PR39_YEAST,0.32,0.48,0.49,0.17,0.5,0,0.47,0.22
E2BB_YEAST,0.59,0.65,0.52,0.3,0.5,0,0.46,0.31
YJ13_YEAST,0.68,0.5,0.43,0.27,0.5,0,0.61,0.22
DPSD_YEAST,0.51,0.46,0.4,0.65,0.5,0,0.49,0.22
YINO_YEAST,0.76,0.67,0.37,0.22,0.5,0,0.54,0.22
SYWM_YEAST,0.44,0.53,0.53,0.37,0.5,0,0.51,0.22
SYFM_YEAST,0.43,0.32,0.5,0.29,0.5,0,0.5,0.22
OTC_YEAST,0.53,0.44,0.51,0.33,0.5,0,0.55,0.22
LYP1_YEAST,0.46,0.14,0.36,0.21,0.5,0,0.5,0.25
EF1B_YEAST,0.39,0.45,0.53,0.18,0.5,0,0.54,0.22
HAL1_YEAST,0.38,0.49,0.61,0.13,0.5,0,0.54,0.22
SYG_YEAST,0.4,0.48,0.5,0.17,0.5,0,0.54,0.5
HXT6_YEAST,0.45,0.57,0.3,0.17,0.5,0,0.51,0.22
RN12_YEAST,0.56,0.51,0.32,0.49,0.5,0,0.48,0.22
DPB2_YEAST,0.5,0.51,0.52,0.09,0.5,0,0.48,0.25
NMD2_YEAST,0.36,0.3,0.5,0.19,0.5,0,0.55,0.3
RS41_YEAST,0.32,0.44,0.54,0.21,0.5,0,0.4,0.19
KRE5_YEAST,0.86,0.92,0.5,0.37,1,0,0.53,0.32
MAS5_YEAST,0.64,0.44,0.56,0.15,0.5,0,0.56,0.22
RL9_YEAST,0.48,0.46,0.58,0.16,0.5,0,0.45,0.22
SRPR_YEAST,0.55,0.46,0.47,0.15,0.5,0,0.47,0.22
GEF1_YEAST,0.49,0.31,0.34,0.13,0.5,0,0.52,0.22
YHI7_YEAST,0.29,0.26,0.43,0.17,0.5,0,0.55,0.3
SYG1_YEAST,0.31,0.51,0.38,0.18,0.5,0,0.46,0.31
CC40_YEAST,0.28,0.37,0.61,0.09,0.5,0,0.52,0.55
IF4A_YEAST,0.38,0.42,0.5,0.19,0.5,0,0.44,0.22
YIR3_YEAST,0.85,0.85,0.3,0.31,0.5,0,0.55,0.42
HS83_YEAST,0.61,0.54,0.49,0.16,0.5,0,0.54,0.42
PLSC_YEAST,0.8,0.69,0.53,0.33,0.5,0,0.51,0.22
IF41_YEAST,0.32,0.32,0.52,0.18,0.5,0,0.48,0.34
CHMU_YEAST,0.47,0.39,0.59,0.15,0.5,0,0.57,0.22
MNN9_YEAST,0.74,0.56,0.35,0.36,0.5,0,0.51,0.25
RAM1_YEAST,0.59,0.47,0.51,0.53,0.5,0,0.53,0.26
KC2C_YEAST,0.38,0.37,0.56,0.21,0.5,0,0.49,0.22
SP14_YEAST,0.52,0.45,0.45,0.13,0.5,0,0.48,0.22
STE6_YEAST,0.46,0.61,0.38,0.35,0.5,0,0.49,0.22
ERS1_YEAST,0.73,0.55,0.41,0.16,0.5,0,0.46,0.22
RPA1_YEAST,0.56,0.49,0.54,0.15,0.5,0,0.5,0.35
TRNL_YEAST,0.49,0.38,0.49,0.15,0.5,0,0.53,0.25
RA50_YEAST,0.45,0.54,0.49,0.29,0.5,0,0.49,0.25
CATA_YEAST,0.37,0.53,0.6,0.19,0.5,0.5,0.42,0.22
SMY2_YEAST,0.6,0.64,0.56,0.36,0.5,0,0.46,0.27
YCR3_YEAST,0.69,0.57,0.39,0.19,0.5,0,0.48,0.39
RS3B_YEAST,0.39,0.39,0.59,0.25,0.5,0,0.45,0.22
COX8_YEAST,0.55,0.45,0.45,0.54,0.5,0,0.5,0.22
FMT_YEAST,0.59,0.56,0.5,0.48,0.5,0,0.46,0.22
VATF_YEAST,0.65,0.58,0.53,0.21,0.5,0,0.51,0.22
TOA1_YEAST,0.57,0.29,0.63,0.22,0.5,0,0.49,0.27
KRE6_YEAST,0.37,0.55,0.29,0.32,0.5,0,0.51,0.22
EFTU_YEAST,0.61,0.73,0.5,0.58,0.5,0,0.5,0.22
SMC2_YEAST,0.4,0.75,0.44,0.12,0.5,0,0.49,0.22
RM37_YEAST,0.56,0.5,0.61,0.49,0.5,0,0.46,0.28
CC46_YEAST,0.51,0.34,0.5,0.19,0.5,0,0.5,0.22
MNS1_YEAST,0.89,0.52,0.41,0.26,0.5,0,0.52,0.31
SNF3_YEAST,0.37,0.4,0.38,0.18,0.5,0,0.51,0.22
ZNRP_YEAST,0.67,0.57,0.36,0.19,0.5,0,0.56,0.22
HS73_YEAST,0.51,0.48,0.51,0.26,0.5,0,0.51,0.27
MSB2_YEAST,0.76,0.76,0.35,0.27,0.5,0,0.44,0.22
YHY0_YEAST,0.82,0.63,0.47,0.18,0.5,0,0.5,0.22
SLU7_YEAST,0.19,0.16,0.68,0.36,0.5,0,0.49,0.21
MYS1_YEAST,0.58,0.38,0.4,0.21,0.5,0,0.5,0.22
PDC2_YEAST,0.51,0.46,0.57,0.25,0.5,0,0.53,0.22
MAT2_YEAST,0.51,0.48,0.58,0.22,0.5,0,0.5,0.28
GBA1_YEAST,0.3,0.5,0.47,0.11,0.5,0,0.46,0.22
ATC4_YEAST,0.51,0.55,0.35,0.16,0.5,0,0.51,0.47
FOX2_YEAST,0.69,0.6,0.51,0.13,0.5,0.83,0.52,0.22
GLGB_YEAST,0.49,0.43,0.48,0.15,0.5,0,0.55,0.25
STF1_YEAST,0.55,0.41,0.67,0.61,0.5,0,0.49,0.14
RAD4_YEAST,0.33,0.28,0.52,0.15,0.5,0,0.51,0.86
ATPE_YEAST,0.63,0.57,0.59,0.4,0.5,0,0.38,0.22
RS4E_YEAST,0.53,0.57,0.6,0.36,0.5,0,0.5,0.22
PT12_YEAST,0.45,0.53,0.47,0.43,0.5,0,0.5,0.27
RAS1_YEAST,0.61,0.46,0.54,0.11,0.5,0,0.47,0.22
R26B_YEAST,0.46,0.54,0.59,0.41,0.5,0,0.53,0.21
NOP3_YEAST,0.44,0.34,0.61,0.13,0.5,0,0.49,0.26
JNM1_YEAST,0.42,0.25,0.6,0.14,0.5,0,0.45,0.22
CISZ_YEAST,0.44,0.38,0.48,0.32,0.5,0.83,0.53,0.22
SYV_YEAST,0.51,0.49,0.48,0.55,0.5,0,0.52,0.58
YCX9_YEAST,0.71,0.64,0.42,0.28,0.5,0,0.43,0.22
GDA1_YEAST,0.91,0.69,0.57,0.45,0.5,0,0.56,0.22
H2A2_YEAST,0.44,0.53,0.52,0.37,0.5,0,0.5,0.22
TPS1_YEAST,0.63,0.54,0.53,0.27,0.5,0,0.49,0.22
ISP6_YEAST,0.59,0.57,0.46,0.14,0.5,0,0.52,0.22
CYC1_YEAST,0.46,0.54,0.71,0.15,0.5,0,0.59,0.22
DHE4_YEAST,0.38,0.47,0.53,0.12,0.5,0,0.48,0.22
RM13_YEAST,0.6,0.57,0.64,0.52,0.5,0,0.47,0.28
SSO2_YEAST,0.25,0.42,0.21,0.14,0.5,0,0.41,0.22
MT28_YEAST,0.43,0.83,0.55,0.2,0.5,0,0.47,0.4
DCP1_YEAST,0.49,0.45,0.53,0.16,0.5,0,0.49,0.31
UGS2_YEAST,0.58,0.41,0.51,0.26,0.5,0,0.51,0.37
TCPD_YEAST,0.39,0.47,0.49,0.2,0.5,0,0.53,0.26
SRB6_YEAST,0.55,0.47,0.53,0.2,0.5,0,0.4,0.22
IF42_YEAST,0.28,0.27,0.5,0.14,0.5,0,0.5,0.28
CCHL_YEAST,0.53,0.53,0.6,0.13,0.5,0,0.49,0.22
YCZ6_YEAST,0.58,0.44,0.45,0.32,0.5,0,0.52,0.37
ROX1_YEAST,0.5,0.36,0.64,0.37,0.5,0,0.37,0.33
SYDM_YEAST,0.51,0.56,0.51,0.42,0.5,0,0.53,0.36
YAB9_YEAST,0.4,0.45,0.45,0.15,0.5,0,0.53,0.48
PYRD_YEAST,0.48,0.39,0.56,0.23,0.5,0,0.6,0.22
RA57_YEAST,0.41,0.52,0.56,0.26,0.5,0,0.48,0.32
PORI_YEAST,0.41,0.49,0.58,0.22,0.5,0,0.52,0.22
H4_YEAST,0.37,0.34,0.58,0.24,0.5,0,0.44,0.18
ORC2_YEAST,0.39,0.42,0.49,0.1,0.5,0,0.49,0.65
GR78_YEAST,0.85,0.56,0.33,0.38,1,0,0.55,0.25
SDH3_YEAST,0.54,0.64,0.4,0.56,0.5,0,0.51,0.22
YJ51_YEAST,0.81,0.76,0.32,0.37,0.5,0,0.51,0.22
TYR1_YEAST,0.66,0.54,0.53,0.17,0.5,0,0.54,0.22
RA25_YEAST,0.38,0.42,0.47,0.12,0.5,0,0.47,0.53
YP53_YEAST,0.71,0.5,0.5,0.18,0.5,0,0.46,0.22
RAD7_YEAST,0.49,0.49,0.51,0.29,0.5,0,0.52,0.71
TKT1_YEAST,0.58,0.55,0.51,0.13,0.5,0,0.52,0.22
COXA_YEAST,0.49,0.6,0.43,0.56,0.5,0,0.36,0.22
UCRX_YEAST,0.5,0.62,0.52,0.3,0.5,0,0.56,0.22
FKB2_YEAST,0.74,0.72,0.47,0.25,0.5,0,0.57,0.22
CISY_YEAST,0.38,0.68,0.44,0.45,0.5,0,0.53,0.22
STF2_YEAST,0.28,0.18,0.72,0.26,0.5,0,0.49,0.25
RA51_YEAST,0.55,0.59,0.53,0.15,0.5,0,0.49,0.22
PIS_YEAST,0.47,0.61,0.5,0.23,0.5,0,0.49,0.22
ACT2_YEAST,0.47,0.39,0.5,0.11,0.5,0,0.49,0.4
TRP_YEAST,0.48,0.44,0.51,0.24,0.5,0,0.49,0.22
PPX1_YEAST,0.51,0.48,0.46,0.29,0.5,0,0.54,0.22
KCC2_YEAST,0.32,0.57,0.5,0.15,0.5,0,0.53,0.22
ODO2_YEAST,0.53,0.5,0.54,0.56,0.5,0,0.49,0.41
IMP2_YEAST,0.35,0.49,0.47,0.22,0.5,0,0.5,0.28
SHM1_YEAST,0.56,0.59,0.45,0.15,0.5,0,0.54,0.22
RM49_YEAST,0.5,0.46,0.64,0.36,0.5,0,0.49,0.22
NAM7_YEAST,0.37,0.41,0.45,0.14,0.5,0,0.47,0.22
PMM_YEAST,0.54,0.51,0.56,0.15,0.5,0,0.54,0.31
ODO1_YEAST,0.54,0.51,0.54,0.52,0.5,0,0.47,0.25
GPT_YEAST,0.79,0.57,0.41,0.28,0.5,0,0.59,0.22
MAT2_YEAST,0.51,0.48,0.58,0.22,0.5,0,0.5,0.28
UBR1_YEAST,0.42,0.46,0.44,0.17,0.5,0,0.51,0.42
APN1_YEAST,0.45,0.46,0.55,0.43,0.5,0,0.55,0.38
G3P1_YEAST,0.59,0.48,0.49,0.42,0.5,0,0.52,0.22
COX7_YEAST,0.37,0.58,0.44,0.51,0.5,0,0.44,0.22
RLA2_YEAST,0.69,0.54,0.55,0.23,0.5,0,0.73,0.22
NI96_YEAST,0.4,0.53,0.44,0.18,0.5,0,0.54,0.31
SKO1_YEAST,0.47,0.55,0.57,0.17,0.5,0,0.52,0.66
GAS1_YEAST,0.7,0.69,0.43,0.33,0.5,0,0.58,0.22
MK11_YEAST,0.78,0.48,0.47,0.3,0.5,0,0.53,0.47
RPA3_YEAST,0.57,0.37,0.43,0.27,0.5,0,0.53,0.28
IPYR_YEAST,0.43,0.51,0.6,0.25,0.5,0,0.55,0.22
ARD1_YEAST,0.56,0.48,0.58,0.27,0.5,0,0.51,0.22
PH80_YEAST,0.53,0.54,0.43,0.18,0.5,0,0.53,0.31
RFC3_YEAST,0.34,0.58,0.5,0.26,0.5,0,0.51,0.22
IF52_YEAST,0.44,0.54,0.51,0.16,0.5,0,0.58,0.22
SX18_YEAST,0.38,0.58,0.46,0.21,0.5,0,0.52,0.22
LYS1_YEAST,0.5,0.45,0.48,0.17,0.5,0,0.5,0.26
PH85_YEAST,0.4,0.37,0.54,0.13,0.5,0,0.48,0.22
DPO4_YEAST,0.56,0.5,0.56,0.26,0.5,0,0.53,0.27
KAR3_YEAST,0.34,0.31,0.6,0.37,0.5,0,0.5,0.3
RPB3_YEAST,0.54,0.57,0.55,0.18,0.5,0,0.5,0.22
KIP1_YEAST,0.43,0.52,0.53,0.52,1,0,0.49,0.22
YHE0_YEAST,0.39,0.33,0.33,0.23,0.5,0,0.47,0.22
MAC1_YEAST,0.52,0.49,0.57,0.57,0.5,0,0.51,0.22
RMAR_YEAST,0.66,0.37,0.6,0.25,0.5,0,0.69,0.22
UBCX_YEAST,0.47,0.43,0.59,0.27,0.5,0,0.55,0.22
DPB3_YEAST,0.53,0.61,0.52,0.21,0.5,0,0.55,0.3
RNC1_YEAST,0.47,0.47,0.5,0.15,0.5,0,0.5,0.48
S160_YEAST,0.46,0.49,0.55,0.18,0.5,0,0.56,0.22
SYR_YEAST,0.46,0.44,0.53,0.31,0.5,0,0.48,0.22
AROC_YEAST,0.6,0.47,0.45,0.22,0.5,0,0.51,0.29
RM02_YEAST,0.6,0.51,0.6,0.38,0.5,0.83,0.52,0.24
MDHP_YEAST,0.68,0.58,0.51,0.19,0.5,0.83,0.54,0.22
SUL1_YEAST,0.43,0.28,0.41,0.32,0.5,0,0.52,0.22
LEU3_YEAST,0.54,0.54,0.49,0.14,0.5,0,0.56,0.22
YEP0_YEAST,0.38,0.37,0.36,0.14,0.5,0,0.54,0.22
RA16_YEAST,0.33,0.28,0.5,0.4,0.5,0,0.46,0.61
R26A_YEAST,0.46,0.54,0.59,0.41,0.5,0,0.53,0.21
NMT_YEAST,0.49,0.44,0.51,0.18,0.5,0,0.52,0.27
RS21_YEAST,0.42,0.5,0.64,0.13,0.5,0,0.49,0.22
ACON_YEAST,0.6,0.4,0.52,0.46,0.5,0,0.53,0.22
SNF5_YEAST,0.66,0.43,0.57,0.6,0.5,0,0.19,0.33
RM08_YEAST,0.55,0.5,0.6,0.31,0.5,0,0.46,0.27
ST20_YEAST,0.3,0.45,0.55,0.19,0.5,0,0.53,0.4
RTG1_YEAST,0.41,0.46,0.58,0.08,0.5,0,0.51,0.28
CYT2_YEAST,0.27,0.39,0.66,0.11,0.5,0,0.44,0.22
YKH4_YEAST,0.39,0.35,0.49,0.17,0.5,0,0.49,0.22
CCPR_YEAST,0.46,0.71,0.48,0.53,0.5,0,0.53,0.22
TCTP_YEAST,0.47,0.38,0.58,0.19,0.5,0,0.57,0.22
RPB8_YEAST,0.44,0.5,0.55,0.24,0.5,0,0.48,0.22
TRAM_YEAST,0.47,0.52,0.54,0.25,0.5,0,0.54,0.29
MK16_YEAST,0.49,0.62,0.65,0.18,0.5,0,0.46,0.43
MER2_YEAST,0.4,0.53,0.61,0.21,0.5,0,0.48,0.33
PRTD_YEAST,0.63,0.55,0.53,0.51,0.5,0,0.55,0.22
CLC1_YEAST,0.24,0.34,0.69,0.18,0.5,0,0.52,0.22
SDHL_YEAST,0.46,0.42,0.51,0.16,0.5,0,0.56,0.22
PRI2_YEAST,0.45,0.48,0.56,0.56,0.5,0,0.47,0.22
RT17_YEAST,0.41,0.54,0.58,0.2,0.5,0,0.52,0.22
ATU1_YEAST,0.54,0.55,0.34,0.31,0.5,0,0.54,0.22
UBP2_YEAST,0.19,0.41,0.55,0.13,0.5,0,0.52,0.25
MASZ_YEAST,0.44,0.53,0.52,0.23,0.5,0.83,0.51,0.22
EF3_YEAST,0.48,0.58,0.47,0.17,0.5,0,0.53,0.74
SC23_YEAST,0.41,0.49,0.47,0.09,0.5,0,0.49,0.22
PRCE_YEAST,0.46,0.62,0.54,0.25,0.5,0,0.46,0.22
CY1_YEAST,0.44,0.68,0.45,0.51,0.5,0,0.52,0.41
MR11_YEAST,0.39,0.3,0.56,0.12,0.5,0,0.53,0.38
BCK1_YEAST,0.42,0.47,0.52,0.41,0.5,0,0.53,0.32
MGM1_YEAST,0.66,0.52,0.52,0.44,0.5,0,0.56,0.27
KHR1_YEAST,0.84,0.63,0.38,0.23,0.5,0,0.53,0.22
SR72_YEAST,0.56,0.52,0.46,0.17,0.5,0,0.49,0.73
HS71_YEAST,0.53,0.48,0.51,0.18,0.5,0,0.52,0.27
TSM1_YEAST,0.5,0.5,0.48,0.34,0.5,0,0.52,0.27
YP51_YEAST,0.63,0.56,0.52,0.21,0.5,0,0.5,0.22
KEX2_YEAST,0.7,0.73,0.38,0.36,0.5,0,0.54,0.22
BAF1_YEAST,0.48,0.45,0.59,0.2,0.5,0,0.58,0.34
RSU2_YEAST,0.54,0.35,0.55,0.19,0.5,0,0.3,0.22
SOK1_YEAST,0.46,0.41,0.45,0.23,0.5,0,0.48,0.22
DBP1_YEAST,0.42,0.32,0.5,0.21,0.5,0,0.51,0.22
HS72_YEAST,0.51,0.48,0.51,0.19,0.5,0,0.51,0.27
MEIX_YEAST,0.7,0.53,0.42,0.22,0.5,0,0.51,0.28
DCP2_YEAST,0.49,0.45,0.46,0.18,0.5,0,0.49,0.31
ARF1_YEAST,0.64,0.59,0.56,0.23,0.5,0,0.46,0.22
TNT_YEAST,0.59,0.6,0.49,0.43,0.5,0,0.53,0.31
H2B2_YEAST,0.34,0.34,0.61,0.18,0.5,0,0.52,0.32
RPBY_YEAST,0.48,0.45,0.63,0.19,0.5,0,0.58,0.22
TRM1_YEAST,0.53,0.45,0.52,0.29,0.5,0,0.55,0.38
LGT3_YEAST,0.46,0.4,0.38,0.18,0.5,0,0.49,0.22
AMPL_YEAST,0.42,0.32,0.48,0.16,0.5,0,0.55,0.22
RFC1_YEAST,0.26,0.36,0.47,0.34,0.5,0,0.53,0.72
GAC1_YEAST,0.55,0.66,0.57,0.32,0.5,0,0.57,0.34
RM32_YEAST,0.57,0.61,0.55,0.27,0.5,0,0.44,0.21
YAE2_YEAST,0.39,0.63,0.41,0.27,0.5,0,0.49,0.22
SEC8_YEAST,0.48,0.51,0.5,0.24,0.5,0,0.54,0.38
LOS1_YEAST,0.53,0.44,0.47,0.22,0.5,0,0.53,0.22
C1TC_YEAST,0.45,0.4,0.5,0.16,0.5,0,0.5,0.22
PUB1_YEAST,0.48,0.5,0.56,0.11,0.5,0,0.33,0.22
R16A_YEAST,0.44,0.56,0.52,0.18,0.5,0,0.5,0.11
AATC_YEAST,0.51,0.4,0.56,0.17,0.5,0.5,0.49,0.22
PT22_YEAST,0.56,0.68,0.52,0.39,0.5,0,0.36,0.22
SLA2_YEAST,0.46,0.48,0.38,0.22,0.5,0,0.39,0.45
COQ3_YEAST,0.52,0.56,0.54,0.53,0.5,0,0.45,0.22
AMYG_YEAST,0.7,0.78,0.53,0.24,0.5,0,0.48,0.22
UME6_YEAST,0.6,0.57,0.63,0.22,0.5,0,0.5,0.49
RM41_YEAST,0.52,0.5,0.59,0.31,0.5,0,0.5,0.22
RL4B_YEAST,0.56,0.35,0.47,0.35,0.5,0,0.52,0.22
DCUP_YEAST,0.48,0.34,0.47,0.14,0.5,0,0.47,0.26
CHS3_YEAST,0.26,0.44,0.3,0.11,0.5,0,0.51,0.47
MS51_YEAST,0.55,0.53,0.54,0.4,0.5,0,0.48,0.22
EPT1_YEAST,0.29,0.43,0.4,0.15,0.5,0,0.53,0.22
YHX8_YEAST,0.4,0.43,0.49,0.17,0.5,0,0.51,0.36
IPPI_YEAST,0.51,0.43,0.63,0.18,0.5,0,0.52,0.22
ADH4_YEAST,0.59,0.45,0.53,0.19,0.5,0,0.59,0.27
SP10_YEAST,0.27,0.46,0.52,0.17,0.5,0,0.49,0.44
VP45_YEAST,0.46,0.52,0.51,0.13,0.5,0,0.47,0.22
IF4E_YEAST,0.39,0.47,0.56,0.16,0.5,0,0.47,0.22
E2BD_YEAST,0.42,0.39,0.47,0.13,0.5,0,0.5,0.27
SLN1_YEAST,0.52,0.65,0.36,0.37,0.5,0,0.52,0.34
PRC9_YEAST,0.48,0.56,0.49,0.32,0.5,0,0.5,0.22
ATH2_YEAST,0.27,0.56,0.3,0.14,0.5,0,0.52,0.39
ATP9_YEAST,0.78,0.65,0.4,0.16,0.5,0,0.63,0.22
SC72_YEAST,0.59,0.55,0.57,0.18,0.5,0,0.51,0.22
YIN0_YEAST,0.35,0.29,0.46,0.14,0.5,0,0.54,0.66
